,Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
5069,Skoda,Rapid,Hyderabad,2016,41000,74,16.47,Diesel,Manual,First,5,,8.5,4,1498
5070,Honda,Jazz,Kochi,2010,82606,80,19.2,Petrol,Manual,Second,5,,2.69,10,1198
5071,Mahindra,XUV500,Ahmedabad,2015,52000,78.9,20.36,Diesel,Manual,First,7,,11.5,5,2179
5072,Maruti,Ritz,Coimbatore,2011,50318,163.7,14.81,Petrol,Manual,First,5,,4.06,9,1197
5073,Mercedes-Benz,GLE,Hyderabad,2016,50000,181.03,12,Diesel,Automatic,First,5,79.43 Lakh,49,4,2143
5074,Skoda,Rapid,Bangalore,2012,72000,134,11.7,Diesel,Manual,First,5,,4.6,8,1598
5075,Hyundai,Grand i10,Delhi,2015,63776,186,11.74,Diesel,Manual,First,5,,3.96,5,1120
5076,Hyundai,Elite,Mumbai,2015,28133,73.9,22.07,Petrol,Manual,First,5,,5.6,5,1197
5077,Tata,Zest,Kolkata,2017,45000,117.3,17.4,Diesel,Manual,First,5,7.94 Lakh,3.75,3,1248
5078,Hyundai,i20,Jaipur,2015,55697,88.5,24.3,Diesel,Manual,First,5,,5.5,5,1396
5079,Skoda,Rapid,Delhi,2012,62000,81.86,18.6,Diesel,Manual,Second,5,,3,8,1598
5080,Fiat,Linea,Mumbai,2011,48000,138.1,13.93,Petrol,Manual,First,5,,3,9,1368
5081,Maruti,Swift,Pune,2010,90246,84.8,21.64,Petrol,Manual,First,5,,2.95,10,1298
5082,Tata,Indica,Hyderabad,2015,80500,215,10.9,Diesel,Manual,First,5,,2.45,5,1396
5083,Mercedes-Benz,New C-Class,Pune,2012,119000,138,14.53,Diesel,Automatic,First,5,,13.99,8,2143
5084,Mercedes-Benz,GLE,Bangalore,2016,28541,126.32,22.32,Diesel,Automatic,First,5,95.13 Lakh,60.75,4,2987
5085,Hyundai,Santro,Kolkata,2008,45500,73.9,19.3,Petrol,Manual,Second,5,,1.17,12,1086
5086,Honda,City,Chennai,2012,41000,73.75,28.4,Petrol,Manual,Second,5,,4.5,8,1497
5087,Hyundai,i20,Mumbai,2010,58000,67.1,24.07,Petrol,Manual,Second,5,,2.5,10,1197
5088,Toyota,Fortuner,Chennai,2015,99000,503,10.5,Diesel,Manual,First,7,,20.5,5,2982
5089,Hyundai,Grand i10,Delhi,2014,31200,170,14.84,Petrol,Manual,First,5,,3.9,6,1197
5090,Volkswagen,Jetta,Chennai,2009,85000,126.2,22,Diesel,Manual,Second,5,,3.5,11,1896
5091,Ford,EcoSport,Hyderabad,2016,60924,102,14.2,Petrol,Automatic,First,5,,8.3,4,1499
5092,Hyundai,EON,Chennai,2012,45000,81.8,20.4,Petrol,Manual,First,5,,2.5,8,814
5093,Nissan,Micra,Kolkata,2011,44000,126.2,23.9,Petrol,Automatic,First,5,8.73 Lakh,2.65,9,1198
5094,Honda,Jazz,Kochi,2016,30534,168,17.9,Petrol,Automatic,First,5,,7.42,4,1199
5095,Volkswagen,Polo,Kochi,2016,46399,168.5,13,Petrol,Manual,First,5,,4.63,4,1198
5096,Maruti,Alto,Kolkata,2008,42000,167.6,12.8,Petrol,Manual,First,5,,1.09,12,796
5097,Hyundai,Verna,Delhi,2011,67000,170,13.2,Diesel,Manual,First,5,,3.8,9,1582
5098,Mercedes-Benz,E-Class,Mumbai,2013,58000,47.3,24.7,Diesel,Automatic,First,5,,15.75,7,2148
5099,Tata,Zest,Coimbatore,2015,27000,67.1,20.92,Petrol,Manual,First,5,8.69 Lakh,5.27,5,1193
5100,Honda,Brio,Mumbai,2012,39566,167.62,15.64,Petrol,Manual,Second,5,,2.75,8,1198
5101,Honda,Jazz,Chennai,2016,14980,85,16.1,Diesel,Manual,First,5,10.81 Lakh,7.4,4,1498
5102,Maruti,Alto,Jaipur,2017,18491,67.04,22.5,Petrol,Automatic,First,5,,3.9,3,998
5103,Maruti,Zen,Jaipur,2000,90000,103.52,21.14,Petrol,Manual,Second,5,,0.7,20,993
5104,Hyundai,i20,Pune,2015,118211,90,16,Diesel,Manual,First,5,,5.9,5,1396
5105,Maruti,SX4,Coimbatore,2016,63316,140,16,Diesel,Manual,First,5,,9.58,4,1598
5106,Mercedes-Benz,E-Class,Delhi,2014,42000,85.8,18.5,Diesel,Automatic,First,5,,24.95,6,2143
5107,Chevrolet,Enjoy,Kochi,2015,25648,201.15,17.9,Petrol,Manual,First,7,,4.29,5,1399
5108,Mercedes-Benz,E-Class,Delhi,2011,67612,103.5,20.5,Diesel,Automatic,Second,5,,11.5,9,2143
5109,Mahindra,XUV500,Mumbai,2016,33000,70,24,Diesel,Manual,First,7,,9.65,4,2179
5110,Hyundai,i10,Mumbai,2015,20000,81.86,18.6,Petrol,Manual,First,5,,3.75,5,1197
5111,Hyundai,Getz,Pune,2007,143000,74,22.95,Petrol,Manual,Second,5,,1.1,13,1341
5112,Audi,Q7,Coimbatore,2014,118218,88.73,22.54,Diesel,Automatic,First,7,,31.41,6,2967
5113,Mahindra,Scorpio,Pune,2012,99000,103.5,20.5,Diesel,Manual,Third,8,,6,8,2179
5114,Honda,Jazz,Pune,2016,22700,90,16,Petrol,Manual,First,5,,5.55,4,1199
5115,Tata,Safari,Jaipur,2017,28000,88.2,16.1,Diesel,Manual,First,7,,10.91,3,2179
5116,Mahindra,XUV500,Kolkata,2014,62000,69,25,Diesel,Manual,First,7,,7.25,6,2179
5117,Volkswagen,Polo,Hyderabad,2012,107023,170,14.84,Diesel,Manual,First,5,,3.9,8,1199
5118,Maruti,Swift Dzire,Delhi,2012,71082,254.79,11.57,Diesel,Manual,First,5,,3.95,8,1248
5119,Audi,Q3,Mumbai,2013,60000,,0,Diesel,Automatic,First,5,,22,7,1968
5120,Maruti,Celerio,Delhi,2014,21701,116.3,16.8,Petrol,Manual,First,5,,3.38,6,998
5121,Honda,City,Mumbai,2011,56000,80,18.5,Petrol,Manual,First,5,,3.45,9,1497
5122,Hyundai,i20,Delhi,2016,32450,168.5,13,Petrol,Manual,First,5,,5.75,4,1197
5123,Renault,KWID,Jaipur,2016,12500,82,18.9,Petrol,Manual,First,5,,2.75,4,799
5124,Mercedes-Benz,CLA,Kochi,2019,20483,105,15,Diesel,Automatic,First,5,,30.3,1,2143
5125,Ford,Ecosport,Hyderabad,2014,45800,110.4,15.63,Diesel,Manual,First,5,,7.5,6,1498
5126,Hyundai,i20,Coimbatore,2015,35441,55.2,21.1,Petrol,Manual,First,5,,6.87,5,1197
5127,Toyota,Innova,Bangalore,2015,86398,75.94,19.15,Diesel,Manual,First,7,,15.2,5,2494
5128,Nissan,Sunny,Chennai,2012,150000,88.7,19,Diesel,Manual,First,5,,3.5,8,1461
5129,Maruti,Swift,Hyderabad,2014,89000,74,16.47,Diesel,Manual,First,5,,5.85,6,1248
5130,Maruti,A-Star,Hyderabad,2010,68375,46.3,19.7,Petrol,Manual,First,5,,2.5,10,998
5131,Maruti,Swift,Pune,2013,52000,126.32,22.32,Petrol,Manual,First,5,,3.95,7,1197
5132,Mercedes-Benz,CLA,Jaipur,2017,39000,170,10,Diesel,Automatic,First,5,42.4 Lakh,27,3,2143
5133,Maruti,Ertiga,Bangalore,2014,68000,88.7,17.57,Petrol,Manual,Second,7,,6.75,6,1373
5134,Maruti,Wagon R,Jaipur,2007,71000,86.8,18.4,Petrol,Manual,Second,5,,1.5,13,998
5135,Volkswagen,Polo,Hyderabad,2012,72003,98.6,27.3,Diesel,Manual,First,5,,3.9,8,1199
5136,Ford,Ecosport,Hyderabad,2014,135670,67.1,24.07,Diesel,Manual,First,5,,6.55,6,1498
5137,Honda,City,Kochi,2017,65850,60,17.3,Diesel,Manual,First,5,,9.44,3,1498
5138,Toyota,Corolla,Coimbatore,2015,53920,88.73,22.54,Petrol,Manual,First,5,23.37 Lakh,10.77,5,1798
5139,Mahindra,XUV500,Ahmedabad,2014,58000,118,22.7,Diesel,Manual,First,7,,7.5,6,2179
5140,Maruti,Alto,Kolkata,2016,4000,203,14.21,Petrol,Manual,First,5,,3,4,796
5141,BMW,5 Series,Chennai,2010,58000,98.82,13.7,Diesel,Automatic,First,5,79.78 Lakh,11.75,10,2993
5142,Hyundai,EON,Kochi,2016,29832,203,14.21,Petrol,Manual,First,5,,3.29,4,814
5143,Maruti,Swift Dzire,Chennai,2016,71156,140,16,Diesel,Manual,First,5,,6.5,4,1248
5144,Maruti,Celerio,Delhi,2015,64687,78.9,20.36,CNG,Manual,First,5,5.87 Lakh,3.8,5,998
5145,Audi,A4,Hyderabad,2011,54000,82.9,14.2,Diesel,Automatic,First,5,,18,9,1968
5146,Skoda,Superb,Bangalore,2009,75000,241.4,12.07,Petrol,Automatic,Second,5,,4.95,11,1798
5147,Tata,Zest,Kochi,2015,39208,120,12.05,Petrol,Manual,First,5,7.63 Lakh,4.52,5,1193
5148,Force,One,Kolkata,2014,41000,88.7,18.7,Diesel,Manual,First,7,,8,6,2149
5149,Honda,City,Coimbatore,2013,38622,138.1,14,Petrol,Manual,First,5,12.68 Lakh,6.26,7,1497
5150,Nissan,Sunny,Chennai,2016,18000,140,15.1,Petrol,Manual,First,5,,7.5,4,1498
5151,Volkswagen,Vento,Mumbai,2011,45000,73.9,22.07,Petrol,Automatic,First,5,,3.35,9,1598
5152,Hyundai,Verna,Mumbai,2014,48656,73.9,19.3,Petrol,Automatic,First,5,,5.5,6,1591
5153,Hyundai,Verna,Bangalore,2012,79000,174.33,15.73,Diesel,Automatic,First,5,16.6 Lakh,5.25,8,1582
5154,Audi,A4,Bangalore,2012,88000,67.04,23.1,Diesel,Automatic,First,5,,16.25,8,1968
5155,Maruti,SX4,Delhi,2009,92000,116.3,16.8,Petrol,Manual,First,5,,2.7,11,1586
5156,Ford,Endeavour,Chennai,2019,9000,81.83,18.6,Diesel,Automatic,First,7,,32.9,1,2198
5157,Maruti,Swift,Coimbatore,2008,50121,53.3,25.17,Petrol,Manual,First,5,,3.41,12,1197
5158,Hyundai,Grand i10,Hyderabad,2014,79000,136,17.9,Diesel,Manual,First,5,,4.15,6,1120
5159,Volkswagen,Polo,Hyderabad,2014,46000,89.84,22.7,Diesel,Manual,Second,5,,5.9,6,1498
5160,Mercedes-Benz,E-Class,Pune,2012,100000,81.83,18.6,Petrol,Automatic,First,5,,11.5,8,2496
5161,Hyundai,i20,Kolkata,2015,41000,100.6,12.99,Petrol,Manual,First,5,,4.75,5,1197
5162,Maruti,Alto,Chennai,2015,25000,84.8,21.64,Petrol,Automatic,First,5,,3.5,5,998
5163,Maruti,Ertiga,Pune,2014,71899,74,25.2,Diesel,Manual,First,7,,7.25,6,1248
5164,Maruti,Celerio,Mumbai,2016,7100,66.1,19,Petrol,Automatic,First,5,,4.35,4,998
5165,Renault,KWID,Coimbatore,2018,38171,85.8,18.6,Petrol,Automatic,Second,5,5.72 Lakh,4.99,2,999
5166,Mahindra,Scorpio,Bangalore,2013,70359,136,17.9,Diesel,Manual,First,8,,7.65,7,2179
5167,Toyota,Innova,Chennai,2011,200000,93.7,16.02,Diesel,Manual,First,7,,9,9,2494
5168,Volkswagen,Polo,Chennai,2017,26969,67.1,18.9,Diesel,Manual,First,5,,6.9,3,1199
5169,Ford,Figo,Chennai,2011,56500,73.9,22.07,Diesel,Manual,First,5,,2.9,9,1399
5170,Nissan,Terrano,Kolkata,2014,40000,89.84,22.7,Diesel,Manual,First,5,,5.75,6,1461
5171,Force,One,Kolkata,2014,41000,98.6,25.1,Diesel,Manual,First,7,,8,6,2200
5172,Renault,KWID,Kochi,2017,53105,138.03,14.28,Petrol,Automatic,First,5,4.93 Lakh,4.41,3,999
5173,Skoda,Rapid,Mumbai,2013,23000,140,15.1,Diesel,Manual,First,5,,4.95,7,1498
5174,Mahindra,XUV500,Hyderabad,2016,80999,47.3,24.7,Diesel,Automatic,First,7,,14.4,4,2179
5175,Ford,Figo,Chennai,2012,82000,265,18.59,Diesel,Manual,First,5,,2.95,8,1399
5176,Mahindra,Bolero,Coimbatore,2017,68557,55.2,21.1,Diesel,Manual,First,7,11.28 Lakh,8.14,3,2523
5177,Volkswagen,Vento,Hyderabad,2016,34000,74,26.59,Diesel,Manual,First,5,14.2 Lakh,8.45,4,1498
5178,Toyota,Innova,Pune,2015,77000,58.33,31.79,Diesel,Manual,First,8,,12.5,5,2494
5179,Mahindra,XUV500,Mumbai,2012,48000,147.51,16.55,Diesel,Manual,First,7,,6.5,8,2179
5180,Ford,Ecosport,Coimbatore,2015,28232,157.75,13.7,Petrol,Manual,Second,5,,7.72,5,1499
5181,Volkswagen,Jetta,Chennai,2011,110000,88.7,17.57,Diesel,Automatic,First,5,,8,9,1968
5182,Tata,New,Chennai,2009,120000,139.07,17,Diesel,Manual,Second,7,,3,11,2179
5183,BMW,3 Series,Mumbai,2013,49000,117.3,17.4,Diesel,Automatic,First,4,,29,7,2993
5184,Volkswagen,Polo,Kolkata,2014,22000,97.7,16.95,Petrol,Manual,First,5,,4.11,6,1198
5185,Hyundai,i20,Coimbatore,2015,14925,,16.1,Petrol,Manual,First,5,,5.37,5,1197
5186,Maruti,Ertiga,Mumbai,2013,75000,103.6,14.4,Diesel,Manual,First,7,,6.55,7,1248
5187,Honda,City,Chennai,2015,23000,121.3,15.74,Petrol,Manual,First,5,,7,5,1497
5188,Honda,City,Mumbai,2014,57000,126.2,22,Petrol,Manual,First,5,,5.48,6,1497
5189,Volkswagen,Jetta,Kochi,2013,76718,140,16.55,Diesel,Automatic,First,5,,6.51,7,1968
5190,Honda,Amaze,Pune,2016,138000,103.3,15.5,Diesel,Manual,First,5,,5.15,4,1498
5191,Mahindra,XUV500,Hyderabad,2013,140000,158,12.62,Diesel,Manual,Second,7,,9,7,2179
5192,Toyota,Corolla,Mumbai,2008,110000,83.11,20.4,Petrol,Automatic,Second,5,,2.75,12,1798
5193,Hyundai,Santro,Pune,2005,126000,70,24,Petrol,Manual,Second,5,,1.2,15,1086
5194,BMW,3 Series,Bangalore,2012,73000,88.8,20.14,Diesel,Automatic,First,5,48.79 Lakh,12.5,8,1995
5195,Ford,EcoSport,Kochi,2017,63423,157.7,10,Diesel,Manual,First,5,10.42 Lakh,7.69,3,1498
5196,Hyundai,i20,Kochi,2013,62132,81.83,18.6,Petrol,Manual,First,5,,4.57,7,1197
5197,Honda,City,Mumbai,2013,51000,67.1,24.07,Petrol,Automatic,First,5,,4.5,7,1497
5198,Maruti,Ritz,Hyderabad,2015,75000,88.76,20.77,Diesel,Manual,First,5,,4.9,5,1248
5199,Hyundai,i10,Kolkata,2008,55410,67.04,23.1,Petrol,Manual,First,5,,1.65,12,1086
5200,Chevrolet,Sail,Mumbai,2015,41000,67,22.5,Petrol,Manual,First,5,,3.25,5,1199
5201,Hyundai,Verna,Chennai,2012,45000,120,12.05,Diesel,Manual,First,5,,6.25,8,1582
5202,Hyundai,Creta,Kochi,2018,53322,102,12.8,Petrol,Manual,First,5,16.06 Lakh,12.13,2,1591
5203,Chevrolet,Sail,Jaipur,2013,48000,73.9,22.07,Petrol,Manual,First,5,,3.25,7,1199
5204,Audi,Q5,Hyderabad,2013,72000,68,20,Diesel,Automatic,First,5,,29,7,1968
5205,Honda,City,Kochi,2013,50266,83.8,20.45,Petrol,Manual,First,5,,5.53,7,1497
5206,Ford,EcoSport,Hyderabad,2017,21800,139.01,17,Petrol,Manual,First,5,11.27 Lakh,8.75,3,1497
5207,Audi,Q7,Bangalore,2014,45000,67,22.5,Diesel,Automatic,Second,7,,37.9,6,2967
5208,Hyundai,i10,Delhi,2010,62000,103.52,21.14,Petrol,Manual,First,5,,2.4,10,1197
5209,Hyundai,i20,Chennai,2014,41681,140,16,Petrol,Manual,First,5,,4.55,6,1197
5210,Maruti,Swift Dzire,Delhi,2011,69313,68.05,20,Petrol,Manual,Second,5,,2.65,9,1197
5211,Tata,Indica,Pune,2017,49000,62.1,15.96,Diesel,Manual,Second,5,,1.6,3,1396
5212,BMW,5 Series,Coimbatore,2012,40471,108.5,20.64,Diesel,Automatic,Second,5,,25.72,8,2993
5213,Maruti,Swift,Ahmedabad,2013,60000,100,12.99,Diesel,Manual,First,5,,4.15,7,1248
5214,Ford,Freestyle,Jaipur,2018,1001,140,15.1,Petrol,Manual,First,5,8.44 Lakh,7.23,2,1194
5215,Hyundai,Verna,Bangalore,2008,38000,110,15.8,Petrol,Manual,Second,5,,2.6,12,1599
5216,BMW,3 Series,Mumbai,2008,66000,138.1,16.96,Diesel,Automatic,Second,5,,7.25,12,1995
5217,Toyota,Innova,Kochi,2017,33901,138,13.93,Diesel,Manual,First,8,,14.29,3,2494
5218,Mercedes-Benz,New C-Class,Hyderabad,2011,57000,245,8.2,Diesel,Automatic,Second,5,,17.25,9,2143
5219,Hyundai,Elantra,Pune,2013,170000,74,16.47,Diesel,Manual,First,5,20.87 Lakh,7.5,7,1582
5220,Maruti,Ritz,Hyderabad,2014,60000,82.9,18.5,Diesel,Manual,First,5,,4.35,6,1248
5221,Maruti,Vitara,Pune,2016,85000,88.8,20.77,Diesel,Manual,First,5,11.96 Lakh,8.9,4,1248
5222,Hyundai,Xcent,Kolkata,2016,146000,117.3,17.4,Petrol,Manual,Second,5,,3.5,4,1197
5223,Honda,City,Kolkata,2014,56002,118,17,Diesel,Manual,First,5,,6.1,6,1498
5224,Renault,KWID,Mumbai,2016,8554,138.03,16.96,Petrol,Manual,First,5,,3.2,4,799
5225,Toyota,Etios,Jaipur,2014,62322,98.6,25.8,Diesel,Manual,First,5,9.55 Lakh,4.9,6,1364
5226,Maruti,Alto,Kochi,2015,37929,140,15.1,Petrol,Manual,First,5,4.09 Lakh,3.69,5,998
5227,Tata,Tiago,Chennai,2016,5400,138.1,14.53,Petrol,Manual,First,5,5.45 Lakh,3.98,4,1199
5228,Hyundai,i20,Kolkata,2013,60000,,17,Diesel,Manual,First,5,,2.95,7,1396
5229,Audi,A4,Kochi,2014,55730,190,22.69,Diesel,Automatic,First,5,,15.21,6,1968
5230,Maruti,Swift,Hyderabad,2015,62000,98.96,23,Diesel,Manual,First,5,,6.3,5,1248
5231,Volkswagen,Ameo,Kochi,2017,14576,82.85,18.5,Petrol,Manual,First,5,8.38 Lakh,6.69,3,1198
5232,Honda,BRV,Mumbai,2017,17000,118,16.8,Petrol,Automatic,First,7,15.02 Lakh,9.5,3,1497
5233,Hyundai,i20,Mumbai,2009,28000,73.94,23.2,Petrol,Manual,First,5,,2.65,11,1197
5234,Hyundai,Santa,Ahmedabad,2012,58200,68.05,19.81,Diesel,Manual,First,7,,7.5,8,2199
5235,Maruti,Celerio,Kochi,2018,12278,82.4,18.2,Petrol,Automatic,First,5,5.95 Lakh,5.63,2,998
5236,Hyundai,Creta,Coimbatore,2018,17665,126.32,22.32,Petrol,Manual,First,5,15.36 Lakh,11.78,2,1591
5237,Tata,Indica,Hyderabad,2004,200000,121.3,15.8,Diesel,Manual,Second,5,,0.85,16,1396
5238,Volkswagen,Vento,Mumbai,2011,55893,82.4,18.2,Petrol,Manual,First,5,,3.35,9,1598
5239,Maruti,Celerio,Kochi,2015,60586,174.3,14.16,Petrol,Manual,First,5,,4.11,5,998
5240,Mercedes-Benz,CLA,Ahmedabad,2015,13500,118,17,Diesel,Automatic,First,5,,25.51,5,2143
5241,Maruti,Alto,Jaipur,2017,30000,121.36,17,Petrol,Manual,First,5,,3.1,3,796
5242,Ford,Endeavour,Delhi,2018,12000,241.4,12.07,Diesel,Automatic,First,7,,33.5,2,3198
5243,Tata,Zest,Kolkata,2017,65000,78.9,20.36,Petrol,Manual,First,5,6.59 Lakh,4.8,3,1193
5244,Volkswagen,Vento,Kolkata,2014,38000,80,17,Petrol,Manual,First,5,10.94 Lakh,3.49,6,1598
5245,Maruti,Ertiga,Mumbai,2012,25000,85.8,17.5,Petrol,Manual,Second,7,,5.15,8,1373
5246,Mercedes-Benz,M-Class,Mumbai,2011,100000,69,25,Diesel,Automatic,First,5,,14.41,9,2987
5247,Volkswagen,Polo,Mumbai,2014,13710,235,16.2,Petrol,Manual,First,5,,4.75,6,1199
5248,Toyota,Fortuner,Jaipur,2015,100000,74,22.9,Diesel,Automatic,First,7,,19,5,2982
5249,Maruti,Celerio,Hyderabad,2017,17000,94.68,19,Petrol,Manual,First,5,,4.9,3,998
5250,BMW,3 Series,Chennai,2008,89000,103.2,13.9,Diesel,Automatic,Second,4,,6.3,12,1995
5251,Honda,City,Jaipur,2006,100173,181,16.07,Petrol,Manual,Second,5,,2.4,14,1497
5252,Mitsubishi,Cedia,Pune,2009,97000,102,12.8,Petrol,Manual,First,5,,3,11,1999
5253,Renault,Pulse,Delhi,2016,40190,204,14.94,Petrol,Manual,First,5,,4.25,4,1198
5254,Volkswagen,Polo,Hyderabad,2016,29647,126.2,22.54,Diesel,Manual,First,5,10.15 Lakh,6.3,4,1498
5255,Maruti,Baleno,Kochi,2018,43639,73.94,23.2,Petrol,Manual,First,5,9.83 Lakh,8.15,2,998
5256,Hyundai,i10,Kochi,2012,37333,88.5,24.3,Petrol,Manual,First,5,,3.22,8,1197
5257,Hyundai,i20,Kochi,2018,48407,82,19.1,Petrol,Manual,First,5,,7.65,2,1197
5258,BMW,Z4,Delhi,2011,25000,98.6,26,Petrol,Automatic,First,2,,30,9,2979
5259,Hyundai,i10,Pune,2010,72400,53.3,25.17,Petrol,Manual,Second,5,,2.3,10,1197
5260,Mini,Cooper,Delhi,2012,18000,67.06,23.59,Petrol,Automatic,First,4,,22,8,1598
5261,Honda,Brio,Pune,2012,65167,67.1,24.07,Petrol,Manual,First,5,,3.28,8,1198
5262,Maruti,Ciaz,Kochi,2016,25418,84,23.84,Petrol,Manual,First,5,,7.09,4,1373
5263,Maruti,Swift Dzire,Coimbatore,2013,38995,90,21.9,Diesel,Manual,First,5,,6.46,7,1248
5264,Volkswagen,Polo,Chennai,2012,60000,147.51,16.55,Diesel,Manual,First,5,,4,8,1199
5265,BMW,X1,Delhi,2011,72000,74,28.4,Diesel,Automatic,First,5,,11,9,1995
5266,Audi,Q7,Coimbatore,2016,31075,73.75,17,Diesel,Automatic,Second,7,,49.79,4,2967
5267,Ford,Figo,Kolkata,2015,4311,117.3,16,Diesel,Manual,First,5,,4.8,5,1498
5268,BMW,3 Series,Bangalore,2017,21000,80,17,Diesel,Automatic,First,5,62.07 Lakh,35,3,1995
5269,Mercedes-Benz,M-Class,Bangalore,2011,54000,194.3,14.66,Diesel,Automatic,First,5,,21.99,9,2987
5270,Maruti,Wagon R,Mumbai,2007,50000,,0,Petrol,Manual,Second,5,,1.1,13,1061
5271,Maruti,Baleno,Delhi,2018,13000,67.04,23.1,Petrol,Manual,First,5,,6.6,2,1197
5272,Maruti,Dzire,Pune,2013,74000,121.3,15.8,Petrol,Manual,First,5,7.67 Lakh,4.5,7,1197
5273,Chevrolet,Aveo,Pune,2009,75000,52.8,17.88,Petrol,Manual,Second,5,,1,11,1150
5274,Volkswagen,Polo,Chennai,2017,25000,103.6,15.04,Diesel,Manual,First,5,9.97 Lakh,6.9,3,1498
5275,Land,Rover,Hyderabad,2012,139000,67.04,23.1,Diesel,Automatic,First,5,,16.75,8,2179
5276,Audi,Q5,Mumbai,2015,52000,136,17.9,Diesel,Automatic,First,5,,25.49,5,1968
5277,Audi,A6,Chennai,2015,20000,47.3,22.74,Diesel,Automatic,First,5,67.67 Lakh,35.5,5,1968
5278,Hyundai,Grand i10,Kochi,2018,32663,197,10.91,Diesel,Manual,First,5,8.18 Lakh,6.28,2,1186
5279,Mahindra,Scorpio,Delhi,2012,76777,88.7,17.57,Diesel,Manual,Second,8,,4.88,8,2179
5280,Tata,Bolt,Hyderabad,2016,100303,103.5,16.09,Diesel,Manual,First,5,7.43 Lakh,3.7,4,1248
5281,Hyundai,EON,Kochi,2015,43993,91.1,17.5,Petrol,Manual,First,5,,3.45,5,814
5282,Mahindra,Scorpio,Kochi,2016,72118,224,14,Diesel,Manual,First,8,,10.23,4,2179
5283,Honda,Accord,Bangalore,2010,83000,74,16.2,Petrol,Automatic,Second,5,,6.5,10,2354
5284,Volkswagen,Polo,Mumbai,2016,7523,168.5,12.55,Petrol,Manual,First,5,,6.15,4,1199
5285,Maruti,Eeco,Mumbai,2014,34670,67.04,23.1,Petrol,Manual,First,7,4.71 Lakh,2.9,6,1196
5286,Hyundai,Grand i10,Ahmedabad,2016,30000,181,16.07,Diesel,Manual,First,5,,5.5,4,1120
5287,Ford,Endeavour,Chennai,2017,17000,100,16.9,Diesel,Automatic,First,7,,31,3,3198
5288,Hyundai,Grand i10,Delhi,2015,59261,114,13.17,Diesel,Manual,First,5,8.18 Lakh,4.25,5,1186
5289,Maruti,Swift,Kochi,2016,65210,74.93,18.06,Diesel,Manual,First,5,,5.48,4,1248
5290,Hyundai,i20,Bangalore,2016,19000,88,20.14,Petrol,Manual,First,5,,7.25,4,1197
5291,Maruti,Swift Dzire,Hyderabad,2012,50000,100,21.1,Petrol,Manual,First,5,,3,8,1298
5292,BMW,3 Series,Hyderabad,2015,47000,78.9,20.36,Diesel,Automatic,First,5,53.68 Lakh,29.5,5,1995
5293,Honda,City,Mumbai,2007,75000,81.83,18.6,Petrol,Manual,Second,5,,1.49,13,1497
5294,Hyundai,i10,Pune,2013,54534,306,10.37,Petrol,Automatic,First,5,,3.65,7,1197
5295,Ford,Ecosport,Ahmedabad,2018,13000,78.9,20.36,Diesel,Manual,First,5,12.12 Lakh,10.9,2,1498
5296,Maruti,Celerio,Bangalore,2015,48808,181,13.6,Petrol,Manual,First,5,6.05 Lakh,4.3,5,998
5297,Maruti,Ertiga,Pune,2012,63001,86.8,19.4,Diesel,Manual,Second,7,,6.11,8,1248
5298,Toyota,Innova,Hyderabad,2015,64771,91.2,20.73,Diesel,Manual,First,8,,15.5,5,2494
5299,Honda,City,Mumbai,2016,34634,73.9,19.3,Petrol,Manual,First,5,,6.9,4,1497
5300,Maruti,Swift Dzire,Bangalore,2012,69242,73.9,22.07,Petrol,Manual,First,5,,4.69,8,1197
5301,Maruti,Ritz,Kochi,2011,33292,184,17.05,Petrol,Manual,First,5,,3.19,9,1197
5302,Hyundai,i20,Pune,2012,55000,241.4,12.07,Petrol,Automatic,Second,5,,3.75,8,1396
5303,Hyundai,i20,Pune,2019,1000,99,25.83,Petrol,Manual,First,5,10.25 Lakh,8.6,1,1197
5304,Honda,City,Chennai,2011,80000,190,21.76,Petrol,Manual,Second,5,,3.85,9,1497
5305,Porsche,Cayenne,Coimbatore,2016,65003,224,14,Diesel,Automatic,First,5,,67.83,4,4134
5306,Honda,Amaze,Coimbatore,2019,16573,64,17.3,Petrol,Manual,First,5,,9.31,1,1198
5307,Honda,Civic,Pune,2008,152633,83.1,21.4,Petrol,Automatic,First,5,,3,12,1799
5308,Hyundai,i20,Bangalore,2015,53000,81.8,22,Petrol,Manual,First,5,,5.5,5,1197
5309,Hyundai,Creta,Hyderabad,2017,50129,76,14.7,Diesel,Manual,First,5,,13.3,3,1582
5310,Audi,Q3,Hyderabad,2013,63716,88,20.14,Diesel,Automatic,First,5,,23,7,1968
5311,Maruti,Alto,Mumbai,2018,11000,115,0,Petrol,Manual,First,5,,3.35,2,796
5312,BMW,X1,Chennai,2012,115000,174.3,14.16,Diesel,Automatic,Third,5,,10,8,1995
5313,Hyundai,i10,Delhi,2013,63265,187.74,18.53,Petrol,Manual,First,5,,2.95,7,1197
5314,Volkswagen,Ameo,Pune,2016,20000,73.97,24,Diesel,Manual,First,5,10.04 Lakh,6.75,4,1498
5315,Volkswagen,Polo,Pune,2010,79000,120,12.05,Petrol,Manual,Third,5,,2.44,10,1198
5316,Maruti,Ciaz,Mumbai,2015,41000,74,22.95,Petrol,Manual,First,5,,5.85,5,1373
