Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
Volkswagen,Vento,Hyderabad,2016,34000,74,26.59,Diesel,Manual,First,5,14.2 Lakh,8.45,4,1498
BMW,3 Series,Bangalore,2012,73000,88.8,20.14,Diesel,Automatic,First,5,48.79 Lakh,12.5,8,1995
Ford,EcoSport,Kochi,2017,63423,157.7,10,Diesel,Manual,First,5,10.42 Lakh,7.69,3,1498
Hyundai,Creta,Kochi,2018,53322,102,12.8,Petrol,Manual,First,5,16.06 Lakh,12.13,2,1591
Ford,EcoSport,Hyderabad,2017,21800,139.01,17,Petrol,Manual,First,5,11.27 Lakh,8.75,3,1497
Ford,Freestyle,Jaipur,2018,1001,140,15.1,Petrol,Manual,First,5,8.44 Lakh,7.23,2,1194
Hyundai,Elantra,Pune,2013,170000,74,16.47,Diesel,Manual,First,5,20.87 Lakh,7.5,7,1582
Maruti,Vitara,Pune,2016,85000,88.8,20.77,Diesel,Manual,First,5,11.96 Lakh,8.9,4,1248
Toyota,Etios,Jaipur,2014,62322,98.6,25.8,Diesel,Manual,First,5,9.55 Lakh,4.9,6,1364
Maruti,Alto,Kochi,2015,37929,140,15.1,Petrol,Manual,First,5,4.09 Lakh,3.69,5,998
Tata,Tiago,Chennai,2016,5400,138.1,14.53,Petrol,Manual,First,5,5.45 Lakh,3.98,4,1199
Volkswagen,Ameo,Kochi,2017,14576,82.85,18.5,Petrol,Manual,First,5,8.38 Lakh,6.69,3,1198
Honda,BRV,Mumbai,2017,17000,118,16.8,Petrol,Automatic,First,7,15.02 Lakh,9.5,3,1497
Maruti,Celerio,Kochi,2018,12278,82.4,18.2,Petrol,Automatic,First,5,5.95 Lakh,5.63,2,998
Hyundai,Creta,Coimbatore,2018,17665,126.32,22.32,Petrol,Manual,First,5,15.36 Lakh,11.78,2,1591
Tata,Zest,Kolkata,2017,65000,78.9,20.36,Petrol,Manual,First,5,6.59 Lakh,4.8,3,1193
Volkswagen,Vento,Kolkata,2014,38000,80,17,Petrol,Manual,First,5,10.94 Lakh,3.49,6,1598
Volkswagen,Polo,Hyderabad,2016,29647,126.2,22.54,Diesel,Manual,First,5,10.15 Lakh,6.3,4,1498
Maruti,Baleno,Kochi,2018,43639,73.94,23.2,Petrol,Manual,First,5,9.83 Lakh,8.15,2,998
BMW,3 Series,Bangalore,2017,21000,80,17,Diesel,Automatic,First,5,62.07 Lakh,35,3,1995
Maruti,Dzire,Pune,2013,74000,121.3,15.8,Petrol,Manual,First,5,7.67 Lakh,4.5,7,1197
Volkswagen,Polo,Chennai,2017,25000,103.6,15.04,Diesel,Manual,First,5,9.97 Lakh,6.9,3,1498
Audi,A6,Chennai,2015,20000,47.3,22.74,Diesel,Automatic,First,5,67.67 Lakh,35.5,5,1968
Hyundai,Grand i10,Kochi,2018,32663,197,10.91,Diesel,Manual,First,5,8.18 Lakh,6.28,2,1186
Tata,Bolt,Hyderabad,2016,100303,103.5,16.09,Diesel,Manual,First,5,7.43 Lakh,3.7,4,1248
Maruti,Eeco,Mumbai,2014,34670,67.04,23.1,Petrol,Manual,First,7,4.71 Lakh,2.9,6,1196
Hyundai,Grand i10,Delhi,2015,59261,114,13.17,Diesel,Manual,First,5,8.18 Lakh,4.25,5,1186
BMW,3 Series,Hyderabad,2015,47000,78.9,20.36,Diesel,Automatic,First,5,53.68 Lakh,29.5,5,1995
Ford,Ecosport,Ahmedabad,2018,13000,78.9,20.36,Diesel,Manual,First,5,12.12 Lakh,10.9,2,1498
Maruti,Celerio,Bangalore,2015,48808,181,13.6,Petrol,Manual,First,5,6.05 Lakh,4.3,5,998
Hyundai,i20,Pune,2019,1000,99,25.83,Petrol,Manual,First,5,10.25 Lakh,8.6,1,1197
Volkswagen,Ameo,Pune,2016,20000,73.97,24,Diesel,Manual,First,5,10.04 Lakh,6.75,4,1498
Volkswagen,Polo,Kochi,2015,26323,55.2,21.1,Petrol,Automatic,First,5,10.83 Lakh,7.4,5,1197
Mahindra,Bolero,Jaipur,2016,65000,73,15.1,Diesel,Manual,First,7,11.15 Lakh,7.21,4,2523
Hyundai,Xcent,Kolkata,2017,51000,197,10.91,Diesel,Manual,First,5,8.23 Lakh,4.2,3,1186
Toyota,Innova,Hyderabad,2016,73000,78.9,16.95,Diesel,Manual,First,7,19.37 Lakh,16.5,4,2393
Maruti,Swift,Jaipur,2015,39437,81.86,17.19,Diesel,Manual,First,5,7.01 Lakh,5.15,5,1248
Tata,Zest,Mumbai,2014,36000,177,15.06,Petrol,Manual,First,5,7.63 Lakh,3.7,6,1193
Hyundai,Grand i10,Pune,2010,45252,62.1,15.96,Petrol,Manual,First,5,6.8 Lakh,2.25,10,1197
Maruti,Ertiga,Kochi,2018,51236,108.45,19.01,Diesel,Manual,First,7,10.83 Lakh,8.49,2,1248
Maruti,Dzire,Chennai,2017,42000,81.83,18.6,Petrol,Automatic,First,5,8.13 Lakh,5.5,3,1197
Toyota,Corolla,Coimbatore,2016,82725,70,16.1,Petrol,Automatic,First,5,25.27 Lakh,11.99,4,1798
BMW,3 Series,Mumbai,2016,19000,88.7,17.57,Diesel,Automatic,Second,5,57.3 Lakh,29.99,4,1995
Maruti,Wagon R,Delhi,2016,30000,140,15.1,Petrol,Automatic,First,5,5.68 Lakh,4.25,4,998
Maruti,Vitara,Delhi,2016,22000,126.2,19.08,Diesel,Manual,First,5,11.75 Lakh,8.25,4,1248
Honda,WR-V,Kochi,2019,13913,73.94,23.2,Petrol,Manual,First,5,9.36 Lakh,8.2,1,1199
Mercedes-Benz,GLA,Kochi,2016,26212,187.7,12.7,Diesel,Automatic,First,5,38.72 Lakh,24.46,4,2143
Tata,Zest,Pune,2014,23500,184,11.18,Petrol,Manual,Second,5,7.7 Lakh,3.9,6,1193
Maruti,Wagon R,Mumbai,2015,26000,272,11.8,Petrol,Automatic,First,5,6.43 Lakh,3.65,5,1197
Hyundai,Xcent,Kolkata,2016,26000,81.8,22,Diesel,Manual,First,5,8.23 Lakh,5,4,1186
Maruti,Wagon R,Jaipur,2017,35362,147.51,16.55,Petrol,Manual,First,5,5.44 Lakh,3.85,3,998
BMW,3 Series,Bangalore,2010,58000,88.7,17.5,Diesel,Automatic,First,5,48.79 Lakh,11.5,10,1995
Renault,KWID,Chennai,2018,14000,66,18.7,Petrol,Automatic,First,5,5.67 Lakh,4.5,2,999
Hyundai,Creta,Coimbatore,2016,47392,88.7,17.57,Diesel,Manual,First,5,19.18 Lakh,13.82,4,1582
Maruti,Dzire,Pune,2017,48000,140,16,Diesel,Manual,First,5,7.91 Lakh,6,3,1248
Renault,KWID,Jaipur,2016,26000,70,17.5,Petrol,Manual,First,5,3.96 Lakh,2.55,4,799
Maruti,Alto,Jaipur,2016,35000,187.7,12.7,Petrol,Manual,First,5,4.24 Lakh,3,4,998
BMW,X3,Mumbai,2018,1400,82,18.9,Diesel,Automatic,First,5,70.55 Lakh,61.25,2,1995
Mini,Cooper,Kochi,2016,21110,88.73,22.54,Petrol,Automatic,First,4,39.27 Lakh,28.95,4,1998
Toyota,Etios,Coimbatore,2015,64005,74,16.2,Petrol,Manual,First,5,6.41 Lakh,4.57,5,1197
Nissan,Micra,Mumbai,2015,34895,120,10.5,Petrol,Automatic,First,5,9.47 Lakh,4.6,5,1198
Toyota,Innova,Kochi,2017,20789,58.2,26.2,Diesel,Automatic,First,7,20.74 Lakh,18.36,3,2755
Land,Rover,Delhi,2014,47000,53.3,25.17,Diesel,Automatic,Second,5,1.39 Cr,64.75,6,2993
BMW,5 Series,Coimbatore,2016,75637,88.76,20.77,Diesel,Automatic,First,5,71.82 Lakh,30.37,4,1995
Renault,KWID,Kochi,2019,6568,178,11.7,Petrol,Manual,First,5,4.78 Lakh,5.09,1,799
BMW,3 Series,Kochi,2016,62404,78.9,20.36,Diesel,Automatic,First,5,54.43 Lakh,21.33,4,1995
BMW,3 Series,Coimbatore,2017,34232,80,18.5,Diesel,Automatic,First,5,55.07 Lakh,35.84,3,1995
Honda,CR-V,Chennai,2004,135000,,17,Petrol,Automatic,Third,5,33.51 Lakh,3,16,1997
Renault,Duster,Chennai,2012,80000,75.94,19.15,Diesel,Manual,First,5,15.94 Lakh,6.75,8,1461
Toyota,Fortuner,Coimbatore,2019,28069,98.6,25.8,Diesel,Automatic,First,7,34.45 Lakh,30.85,1,2755
Nissan,Sunny,Chennai,2012,70000,190,21.76,Diesel,Manual,Second,5,11.48 Lakh,4,8,1461
Maruti,Wagon R,Mumbai,2019,600,108.45,19.72,Petrol,Automatic,First,5,6.8 Lakh,6.25,1,1197
Tata,Tigor,Ahmedabad,2017,16235,126.2,22.7,Diesel,Manual,First,5,7.15 Lakh,5.5,3,1047
Skoda,Superb,Kochi,2017,73641,103.2,13.9,Petrol,Automatic,First,5,33.36 Lakh,17.08,3,1798
Hyundai,Verna,Mumbai,2012,75059,190,18.12,Petrol,Automatic,First,5,13.7 Lakh,4.25,8,1591
Toyota,Etios,Pune,2018,3000,123.7,16.52,Diesel,Manual,First,5,10.63 Lakh,7.9,2,1364
Volkswagen,Polo,Coimbatore,2014,52951,180,9.8,Diesel,Manual,First,5,10.32 Lakh,5.65,6,1498
Maruti,Eeco,Delhi,2016,126000,67.04,23.59,Petrol,Manual,First,7,4.43 Lakh,2.2,4,1196
Volkswagen,Vento,Hyderabad,2017,28000,67.1,18.9,Diesel,Manual,First,5,14.2 Lakh,10,3,1498
Hyundai,Grand i10,Delhi,2017,46000,88,20.14,Petrol,Manual,First,5,6.54 Lakh,4.75,3,1197
Maruti,Baleno,Coimbatore,2018,33150,84.8,21.64,Petrol,Manual,First,5,8.71 Lakh,7.39,2,1197
Honda,City,Ahmedabad,2012,34000,83.14,20.85,Petrol,Manual,First,5,12.68 Lakh,5.75,8,1497
Honda,BRV,Mumbai,2017,16503,126.2,23.9,Petrol,Automatic,First,7,15.02 Lakh,9.5,3,1497
Honda,City,Kochi,2019,22321,108.5,20.64,Petrol,Automatic,First,5,13.4 Lakh,11.66,1,1497
Mahindra,KUV,Delhi,2018,42000,68.05,19.81,Petrol,Manual,First,6,7.96 Lakh,5.5,2,1198
Honda,City,Kochi,2018,11732,100.6,12.99,Petrol,Manual,First,5,11.88 Lakh,10.07,2,1497
Toyota,Innova,Kolkata,2017,31000,126.32,22.32,Diesel,Manual,First,7,21.36 Lakh,16.95,3,2393
Volvo,S60,Hyderabad,2014,51000,120,12.05,Diesel,Automatic,First,5,45.67 Lakh,21.5,6,1969
Honda,Brio,Delhi,2012,40315,157.75,13.7,Petrol,Manual,First,5,5.92 Lakh,2.75,8,1198
Tata,Tiago,Coimbatore,2019,20712,70,15.6,Petrol,Manual,First,5,6.59 Lakh,6.94,1,1199
Nissan,Terrano,Kochi,2015,58817,83.1,21.4,Diesel,Manual,First,5,15.06 Lakh,6.25,5,1461
Tata,Tiago,Hyderabad,2017,22000,98.6,26,Petrol,Manual,First,5,6.42 Lakh,4.8,3,1199
Renault,KWID,Kochi,2019,7858,83.8,20.45,Petrol,Manual,First,5,4.04 Lakh,3.8,1,799
Honda,Amaze,Mumbai,2014,21000,,17,Petrol,Manual,First,5,8.99 Lakh,4.75,6,1199
Volkswagen,Vento,Pune,2016,19000,117.3,17.8,Diesel,Automatic,First,5,15.68 Lakh,10,4,1498
Skoda,Rapid,Coimbatore,2019,21214,84,23.84,Petrol,Manual,First,5,12.44 Lakh,9.66,1,1598
Maruti,Celerio,Kolkata,2016,30000,120.7,14.8,Petrol,Automatic,First,5,5.77 Lakh,3.8,4,998
Renault,KWID,Kochi,2017,21954,85.8,17.5,Petrol,Manual,First,5,4.78 Lakh,3.7,3,799
Nissan,Micra,Coimbatore,2017,54387,116.4,16.8,Petrol,Automatic,First,5,9.51 Lakh,5.85,3,1198
Renault,KWID,Mumbai,2018,1617,78.9,20.36,Petrol,Manual,First,5,4.78 Lakh,4.29,2,799
Honda,City,Hyderabad,2015,82000,126.2,19.67,Diesel,Manual,First,5,13.33 Lakh,8,5,1498
Hyundai,Grand i10,Kochi,2016,28147,130,13.5,Petrol,Manual,First,5,6.62 Lakh,5.07,4,1197
Renault,Duster,Bangalore,2014,70000,75.94,19.15,Diesel,Manual,First,5,15.01 Lakh,8.25,6,1461
Skoda,Superb,Mumbai,2017,35000,147.8,13.68,Diesel,Automatic,First,5,40.73 Lakh,25.75,3,1968
Maruti,Vitara,Kochi,2017,21248,73.9,22.07,Diesel,Manual,First,5,11.75 Lakh,9.44,3,1248
Mercedes-Benz,C-Class,Ahmedabad,2019,4000,70,13.8,Diesel,Automatic,First,5,49.14 Lakh,35,1,1950
Mitsubishi,Pajero,Jaipur,2014,70000,85,15.9,Diesel,Manual,Second,7,33.21 Lakh,11.85,6,2477
Hyundai,Creta,Hyderabad,2018,9900,67.1,20.92,Petrol,Manual,First,5,14.72 Lakh,13.2,2,1591
Tata,Zest,Hyderabad,2016,125000,67.1,18.9,Diesel,Manual,First,5,8.09 Lakh,4.6,4,1248
Renault,Duster,Coimbatore,2017,34686,143,10.9,Diesel,Automatic,First,5,15.05 Lakh,11.86,3,1461
Skoda,Superb,Mumbai,2017,42000,98.6,25.1,Diesel,Automatic,First,5,36.94 Lakh,22.99,3,1968
Mahindra,NuvoSport,Coimbatore,2018,37323,46.3,19.7,Diesel,Manual,Second,7,10.52 Lakh,7.29,2,1493
Maruti,Dzire,Pune,2018,27000,89.84,22.7,Diesel,Manual,First,5,7.91 Lakh,5.9,2,1248
Renault,KWID,Pune,2018,1000,74,22.95,Petrol,Manual,First,5,4.45 Lakh,3.4,2,799
Maruti,Ertiga,Mumbai,2017,28000,103.5,20.5,Petrol,Automatic,First,7,10.65 Lakh,8,3,1462
Toyota,Corolla,Delhi,2010,109703,174.5,18.19,Petrol,Automatic,Second,5,20.46 Lakh,4,10,1798
Hyundai,Verna,Mumbai,2018,8000,100,17.45,Petrol,Automatic,First,5,15.14 Lakh,12.85,2,1591
Mercedes-Benz,GLA,Kochi,2018,17773,89.84,22.7,Petrol,Automatic,First,5,39.22 Lakh,26.76,2,1991
Volkswagen,Polo,Hyderabad,2013,65000,58.2,32.26,Diesel,Manual,Second,5,10.15 Lakh,3.5,7,1498
Volkswagen,Ameo,Ahmedabad,2016,34005,99,25.83,Petrol,Manual,First,5,8.09 Lakh,5.75,4,1198
Maruti,Baleno,Mumbai,2017,6000,126.2,19.67,Petrol,Manual,First,5,8.78 Lakh,7.5,3,1197
Tata,Hexa,Jaipur,2016,39000,258,14.69,Diesel,Automatic,First,7,21 Lakh,13.5,4,2179
Tata,Tiago,Kochi,2017,15386,118,17,Petrol,Manual,First,5,5.56 Lakh,5.11,3,1199
Audi,A4,Coimbatore,2013,58629,68,20,Diesel,Automatic,Second,5,53.14 Lakh,16.52,7,1968
Tata,Bolt,Chennai,2016,10000,181.04,14.74,Petrol,Manual,First,5,7.77 Lakh,4,4,1193
Volkswagen,Vento,Mumbai,2011,38000,67.1,18.9,Petrol,Manual,First,5,11.91 Lakh,3.25,9,1598
Maruti,Vitara,Pune,2016,37208,102,12.8,Diesel,Manual,First,5,9.93 Lakh,7.43,4,1248
Honda,Brio,Delhi,2013,33746,73.75,17,Petrol,Manual,First,5,6.63 Lakh,3.2,7,1198
Maruti,Swift,Delhi,2014,27365,112,14,Diesel,Manual,First,5,7.88 Lakh,4.75,6,1248
